country,year,sex,age,suicides_no,population,suicides_100k, gdp_per_year,gdp_per_capita,generation
Brazil,1999,male,55-74 years,818.0,7252947,11.28,"5,99,38,85,79,986",3864.0,Silent
Brazil,1999,male,35-54 years,1897.0,18977263,10.0,"5,99,38,85,79,986",3864.0,Boomers
Brazil,1999,male,25-34 years,1199.0,13927042,8.61,"5,99,38,85,79,986",3864.0,Generation X
Brazil,1999,male,15-24 years,1103.0,17212692,6.41,"5,99,38,85,79,986",3864.0,Generation X
Brazil,1999,female,55-74 years,188.0,8504649,2.21,"5,99,38,85,79,986",3864.0,Silent
Brazil,1999,female,35-54 years,426.0,19987055,2.13,"5,99,38,85,79,986",3864.0,Boomers
Brazil,1999,female,75+ years,35.0,1662705,2.11,"5,99,38,85,79,986",3864.0,G.I. Generation
Brazil,1999,female,25-34 years,259.0,14242229,1.82,"5,99,38,85,79,986",3864.0,Generation X
Brazil,1999,female,15-24 years,281.0,16927682,1.66,"5,99,38,85,79,986",3864.0,Generation X
Brazil,1999,male,5-14 years,50.0,18012783,0.28,"5,99,38,85,79,986",3864.0,Millenials
Brazil,1999,female,5-14 years,37.0,17392648,0.21,"5,99,38,85,79,986",3864.0,Millenials
Brazil,2000,male,75+ years,215.0,1077633,19.95,"6,55,42,06,45,477",4156.0,G.I. Generation
Brazil,2000,male,55-74 years,900.0,7486883,12.02,"6,55,42,06,45,477",4156.0,Silent
Brazil,2000,male,35-54 years,1989.0,19576126,10.16,"6,55,42,06,45,477",4156.0,Boomers
Brazil,2000,male,25-34 years,1200.0,14100257,8.51,"6,55,42,06,45,477",4156.0,Generation X
Brazil,2000,male,15-24 years,1037.0,17494250,5.93,"6,55,42,06,45,477",4156.0,Generation X
Brazil,2000,female,75+ years,45.0,1750820,2.57,"6,55,42,06,45,477",4156.0,G.I. Generation
Brazil,2000,female,55-74 years,220.0,8779652,2.51,"6,55,42,06,45,477",4156.0,Silent
Brazil,2000,female,35-54 years,456.0,20645897,2.21,"6,55,42,06,45,477",4156.0,Boomers
Brazil,2000,female,15-24 years,345.0,17175577,2.01,"6,55,42,06,45,477",4156.0,Generation X
Brazil,2000,female,25-34 years,271.0,14403448,1.88,"6,55,42,06,45,477",4156.0,Generation X
Brazil,2000,female,5-14 years,43.0,17298023,0.25,"6,55,42,06,45,477",4156.0,Millenials
Brazil,2000,male,5-14 years,42.0,17927425,0.23,"6,55,42,06,45,477",4156.0,Millenials
Brazil,2001,male,75+ years,244.0,1162417,20.99,"5,59,37,22,76,082",3492.0,Silent
Brazil,2001,male,55-74 years,964.0,7721938,12.48,"5,59,37,22,76,082",3492.0,Silent
Brazil,2001,male,35-54 years,2227.0,20128463,11.06,"5,59,37,22,76,082",3492.0,Boomers
Brazil,2001,male,25-34 years,1398.0,14294493,9.78,"5,59,37,22,76,082",3492.0,Generation X
Brazil,2001,male,15-24 years,1262.0,17698960,7.13,"5,59,37,22,76,082",3492.0,Millenials
Brazil,2001,female,35-54 years,578.0,21260886,2.72,"5,59,37,22,76,082",3492.0,Boomers
Brazil,2001,female,55-74 years,206.0,9044684,2.28,"5,59,37,22,76,082",3492.0,Silent
Brazil,2001,female,15-24 years,393.0,17361833,2.26,"5,59,37,22,76,082",3492.0,Millenials
Brazil,2001,female,75+ years,41.0,1866958,2.2,"5,59,37,22,76,082",3492.0,Silent
Brazil,2001,female,25-34 years,286.0,14578443,1.96,"5,59,37,22,76,082",3492.0,Generation X
Brazil,2001,male,5-14 years,58.0,17846905,0.32,"5,59,37,22,76,082",3492.0,Millenials
Brazil,2001,female,5-14 years,53.0,17212816,0.31,"5,59,37,22,76,082",3492.0,Millenials
Brazil,2002,male,75+ years,219.0,1249499,17.53,"5,07,96,24,87,700",3121.0,Silent
Brazil,2002,male,55-74 years,937.0,7980513,11.74,"5,07,96,24,87,700",3121.0,Silent
Brazil,2002,male,35-54 years,2178.0,20679204,10.53,"5,07,96,24,87,700",3121.0,Boomers
Brazil,2002,male,25-34 years,1388.0,14524576,9.56,"5,07,96,24,87,700",3121.0,Generation X
Brazil,2002,male,15-24 years,1226.0,17863758,6.86,"5,07,96,24,87,700",3121.0,Millenials
Brazil,2002,female,75+ years,62.0,1988353,3.12,"5,07,96,24,87,700",3121.0,Silent
Brazil,2002,female,35-54 years,607.0,21872177,2.78,"5,07,96,24,87,700",3121.0,Boomers
Brazil,2002,female,55-74 years,225.0,9337808,2.41,"5,07,96,24,87,700",3121.0,Silent
Brazil,2002,female,15-24 years,411.0,17507998,2.35,"5,07,96,24,87,700",3121.0,Millenials
Brazil,2002,female,25-34 years,334.0,14784790,2.26,"5,07,96,24,87,700",3121.0,Generation X
Brazil,2002,female,5-14 years,55.0,17166101,0.32,"5,07,96,24,87,700",3121.0,Millenials
Brazil,2002,male,5-14 years,55.0,17806637,0.31,"5,07,96,24,87,700",3121.0,Millenials
Brazil,2003,male,75+ years,220.0,1335479,16.47,"5,58,31,99,20,832",3376.0,Silent
Brazil,2003,male,55-74 years,1002.0,8263894,12.13,"5,58,31,99,20,832",3376.0,Silent
Brazil,2003,male,35-54 years,2299.0,21219095,10.83,"5,58,31,99,20,832",3376.0,Boomers
Brazil,2003,male,25-34 years,1394.0,14785559,9.43,"5,58,31,99,20,832",3376.0,Generation X
Brazil,2003,male,15-24 years,1259.0,17983317,7.0,"5,58,31,99,20,832",3376.0,Millenials
Brazil,2003,female,35-54 years,559.0,22469397,2.49,"5,58,31,99,20,832",3376.0,Boomers
Brazil,2003,female,75+ years,51.0,2111283,2.42,"5,58,31,99,20,832",3376.0,Silent
Brazil,2003,female,15-24 years,413.0,17607810,2.35,"5,58,31,99,20,832",3376.0,Millenials
Brazil,2003,female,55-74 years,212.0,9660156,2.19,"5,58,31,99,20,832",3376.0,Silent
Brazil,2003,female,25-34 years,325.0,15019057,2.16,"5,58,31,99,20,832",3376.0,Generation X
Brazil,2003,male,5-14 years,60.0,17794355,0.34,"5,58,31,99,20,832",3376.0,Millenials
Brazil,2003,female,5-14 years,45.0,17147509,0.26,"5,58,31,99,20,832",3376.0,Millenials
Brazil,2004,male,75+ years,270.0,1415780,19.07,"6,69,31,66,54,017",3984.0,Silent
Brazil,2004,male,55-74 years,994.0,8573117,11.59,"6,69,31,66,54,017",3984.0,Silent
Brazil,2004,male,35-54 years,2230.0,21738104,10.26,"6,69,31,66,54,017",3984.0,Boomers
Brazil,2004,male,25-34 years,1475.0,15070514,9.79,"6,69,31,66,54,017",3984.0,Generation X
Brazil,2004,male,15-24 years,1275.0,18054195,7.06,"6,69,31,66,54,017",3984.0,Millenials
Brazil,2004,female,35-54 years,606.0,23041317,2.63,"6,69,31,66,54,017",3984.0,Boomers
Brazil,2004,female,55-74 years,237.0,10012930,2.37,"6,69,31,66,54,017",3984.0,Silent
Brazil,2004,female,75+ years,51.0,2230220,2.29,"6,69,31,66,54,017",3984.0,Silent
Brazil,2004,female,15-24 years,403.0,17657631,2.28,"6,69,31,66,54,017",3984.0,Millenials
Brazil,2004,female,25-34 years,347.0,15276057,2.27,"6,69,31,66,54,017",3984.0,Generation X
Brazil,2004,female,5-14 years,59.0,17135875,0.34,"6,69,31,66,54,017",3984.0,Millenials
Brazil,2004,male,5-14 years,48.0,17787328,0.27,"6,69,31,66,54,017",3984.0,Millenials
Brazil,2005,male,75+ years,297.0,1488505,19.95,"8,91,63,01,75,813",5230.0,Silent
Brazil,2005,male,55-74 years,1175.0,8908847,13.19,"8,91,63,01,75,813",5230.0,Silent
Brazil,2005,male,35-54 years,2490.0,22232378,11.2,"8,91,63,01,75,813",5230.0,Boomers
Brazil,2005,male,25-34 years,1464.0,15374079,9.52,"8,91,63,01,75,813",5230.0,Generation X
Brazil,2005,male,15-24 years,1247.0,18077858,6.9,"8,91,63,01,75,813",5230.0,Millenials
Brazil,2005,female,35-54 years,664.0,23583263,2.82,"8,91,63,01,75,813",5230.0,Boomers
Brazil,2005,female,55-74 years,259.0,10396739,2.49,"8,91,63,01,75,813",5230.0,Silent
Brazil,2005,female,25-34 years,369.0,15551589,2.37,"8,91,63,01,75,813",5230.0,Generation X
Brazil,2005,female,15-24 years,405.0,17659079,2.29,"8,91,63,01,75,813",5230.0,Millenials
Brazil,2005,female,75+ years,53.0,2343149,2.26,"8,91,63,01,75,813",5230.0,Silent
Brazil,2005,female,5-14 years,54.0,17107519,0.32,"8,91,63,01,75,813",5230.0,Millenials
Brazil,2005,male,5-14 years,52.0,17760955,0.29,"8,91,63,01,75,813",5230.0,Millenials
Brazil,2006,male,75+ years,275.0,1575798,17.45,"11,07,64,02,97,890",6403.0,Silent
Brazil,2006,male,55-74 years,1112.0,9247477,12.02,"11,07,64,02,97,890",6403.0,Silent
Brazil,2006,male,35-54 years,2536.0,22709135,11.17,"11,07,64,02,97,890",6403.0,Boomers
Brazil,2006,male,25-34 years,1537.0,15717099,9.78,"11,07,64,02,97,890",6403.0,Generation X
Brazil,2006,male,15-24 years,1293.0,18063460,7.16,"11,07,64,02,97,890",6403.0,Millenials
Brazil,2006,female,35-54 years,708.0,24105759,2.94,"11,07,64,02,97,890",6403.0,Boomers
Brazil,2006,female,55-74 years,265.0,10786642,2.46,"11,07,64,02,97,890",6403.0,Silent
Brazil,2006,female,15-24 years,387.0,17631557,2.19,"11,07,64,02,97,890",6403.0,Millenials
Brazil,2006,female,25-34 years,333.0,15862415,2.1,"11,07,64,02,97,890",6403.0,Generation X
Brazil,2006,female,75+ years,47.0,2466737,1.91,"11,07,64,02,97,890",6403.0,Silent
Brazil,2006,male,5-14 years,64.0,17731288,0.36,"11,07,64,02,97,890",6403.0,Millenials
Brazil,2006,female,5-14 years,61.0,17077355,0.36,"11,07,64,02,97,890",6403.0,Millenials
Brazil,2007,male,75+ years,305.0,1654216,18.44,"13,97,08,43,45,950",7970.0,Silent
Brazil,2007,male,55-74 years,1220.0,9611434,12.69,"13,97,08,43,45,950",7970.0,Silent
Brazil,2007,male,35-54 years,2516.0,23156759,10.87,"13,97,08,43,45,950",7970.0,Boomers
Brazil,2007,male,25-34 years,1609.0,16075775,10.01,"13,97,08,43,45,950",7970.0,Generation X
Brazil,2007,male,15-24 years,1267.0,17991928,7.04,"13,97,08,43,45,950",7970.0,Millenials
Brazil,2007,female,35-54 years,723.0,24591528,2.94,"13,97,08,43,45,950",7970.0,Boomers
Brazil,2007,female,55-74 years,275.0,11208413,2.45,"13,97,08,43,45,950",7970.0,Silent
Brazil,2007,female,25-34 years,392.0,16189977,2.42,"13,97,08,43,45,950",7970.0,Generation X
Brazil,2007,female,15-24 years,379.0,17547530,2.16,"13,97,08,43,45,950",7970.0,Millenials
Brazil,2007,female,75+ years,51.0,2581330,1.98,"13,97,08,43,45,950",7970.0,Silent
Brazil,2007,male,5-14 years,67.0,17669069,0.38,"13,97,08,43,45,950",7970.0,Generation Z
Brazil,2007,female,5-14 years,51.0,17015233,0.3,"13,97,08,43,45,950",7970.0,Generation Z
Brazil,2008,male,75+ years,318.0,1728094,18.4,"16,95,82,45,71,927",9555.0,Silent
Brazil,2008,male,55-74 years,1204.0,9996938,12.04,"16,95,82,45,71,927",9555.0,Silent
Brazil,2008,male,35-54 years,2608.0,23591045,11.06,"16,95,82,45,71,927",9555.0,Boomers
Brazil,2008,male,25-34 years,1706.0,16430646,10.38,"16,95,82,45,71,927",9555.0,Generation X
Brazil,2008,male,15-24 years,1375.0,17889839,7.69,"16,95,82,45,71,927",9555.0,Millenials
Brazil,2008,female,35-54 years,745.0,25056164,2.97,"16,95,82,45,71,927",9555.0,Boomers
Brazil,2008,female,55-74 years,309.0,11656750,2.65,"16,95,82,45,71,927",9555.0,Silent
Brazil,2008,female,15-24 years,398.0,17432076,2.28,"16,95,82,45,71,927",9555.0,Millenials
Brazil,2008,female,25-34 years,365.0,16515414,2.21,"16,95,82,45,71,927",9555.0,Generation X
Brazil,2008,female,75+ years,52.0,2693428,1.93,"16,95,82,45,71,927",9555.0,Silent
Brazil,2008,male,5-14 years,55.0,17566837,0.31,"16,95,82,45,71,927",9555.0,Generation Z
Brazil,2008,female,5-14 years,49.0,16914401,0.29,"16,95,82,45,71,927",9555.0,Generation Z
Brazil,2009,male,75+ years,295.0,1803127,16.36,"16,67,01,97,80,934",9283.0,Silent
Brazil,2009,male,55-74 years,1271.0,10398573,12.22,"16,67,01,97,80,934",9283.0,Silent
Brazil,2009,male,35-54 years,2737.0,24035191,11.39,"16,67,01,97,80,934",9283.0,Boomers
Brazil,2009,male,25-34 years,1838.0,16753314,10.97,"16,67,01,97,80,934",9283.0,Generation X
Brazil,2009,male,15-24 years,1270.0,17794434,7.14,"16,67,01,97,80,934",9283.0,Millenials
Brazil,2009,female,35-54 years,768.0,25523153,3.01,"16,67,01,97,80,934",9283.0,Boomers
Brazil,2009,female,55-74 years,301.0,12124076,2.48,"16,67,01,97,80,934",9283.0,Silent
Brazil,2009,female,25-34 years,351.0,16810330,2.09,"16,67,01,97,80,934",9283.0,Generation X
Brazil,2009,female,75+ years,58.0,2811556,2.06,"16,67,01,97,80,934",9283.0,Silent
Brazil,2009,female,15-24 years,343.0,17321655,1.98,"16,67,01,97,80,934",9283.0,Millenials
Brazil,2009,male,5-14 years,62.0,17421892,0.36,"16,67,01,97,80,934",9283.0,Generation Z
Brazil,2009,female,5-14 years,52.0,16772250,0.31,"16,67,01,97,80,934",9283.0,Generation Z
Brazil,2010,male,75+ years,358.0,1882113,19.02,"22,08,87,16,46,203",12161.0,Silent
Brazil,2010,male,55-74 years,1236.0,10813388,11.43,"22,08,87,16,46,203",12161.0,Silent
Brazil,2010,male,25-34 years,1832.0,17023785,10.76,"22,08,87,16,46,203",12161.0,Generation X
Brazil,2010,male,35-54 years,2586.0,24501254,10.55,"22,08,87,16,46,203",12161.0,Generation X
Brazil,2010,male,15-24 years,1288.0,17726866,7.27,"22,08,87,16,46,203",12161.0,Millenials
Brazil,2010,female,35-54 years,835.0,26004856,3.21,"22,08,87,16,46,203",12161.0,Generation X
Brazil,2010,female,55-74 years,339.0,12605588,2.69,"22,08,87,16,46,203",12161.0,Silent
Brazil,2010,female,75+ years,79.0,2940677,2.69,"22,08,87,16,46,203",12161.0,Silent
Brazil,2010,female,25-34 years,404.0,17054489,2.37,"22,08,87,16,46,203",12161.0,Generation X
Brazil,2010,female,15-24 years,368.0,17237481,2.13,"22,08,87,16,46,203",12161.0,Millenials
Brazil,2010,male,5-14 years,56.0,17242386,0.32,"22,08,87,16,46,203",12161.0,Generation Z
Brazil,2010,female,5-14 years,48.0,16596829,0.29,"22,08,87,16,46,203",12161.0,Generation Z
Brazil,2011,male,75+ years,352.0,2002447,17.58,"26,16,20,15,78,192",14245.0,Silent
Brazil,2011,male,55-74 years,1323.0,11208705,11.8,"26,16,20,15,78,192",14245.0,Boomers
Brazil,2011,male,25-34 years,1907.0,17249585,11.06,"26,16,20,15,78,192",14245.0,Millenials
Brazil,2011,male,35-54 years,2754.0,24975171,11.03,"26,16,20,15,78,192",14245.0,Generation X
Brazil,2011,male,15-24 years,1335.0,17674787,7.55,"26,16,20,15,78,192",14245.0,Millenials
Brazil,2011,female,35-54 years,805.0,26488792,3.04,"26,16,20,15,78,192",14245.0,Generation X
Brazil,2011,female,55-74 years,352.0,13063915,2.69,"26,16,20,15,78,192",14245.0,Boomers
Brazil,2011,female,15-24 years,413.0,17180849,2.4,"26,16,20,15,78,192",14245.0,Millenials
Brazil,2011,female,25-34 years,400.0,17253232,2.32,"26,16,20,15,78,192",14245.0,Millenials
Brazil,2011,female,75+ years,71.0,3110432,2.28,"26,16,20,15,78,192",14245.0,Silent
Brazil,2011,male,5-14 years,63.0,17044425,0.37,"26,16,20,15,78,192",14245.0,Generation Z
Brazil,2011,female,5-14 years,47.0,16404101,0.29,"26,16,20,15,78,192",14245.0,Generation Z
Brazil,2012,male,75+ years,376.0,2123165,17.71,"24,65,18,86,74,415",13283.0,Silent
Brazil,2012,male,55-74 years,1458.0,11612925,12.55,"24,65,18,86,74,415",13283.0,Boomers
Brazil,2012,male,35-54 years,2885.0,25463652,11.33,"24,65,18,86,74,415",13283.0,Generation X
Brazil,2012,male,25-34 years,1930.0,17418954,11.08,"24,65,18,86,74,415",13283.0,Millenials
Brazil,2012,male,15-24 years,1313.0,17644319,7.44,"24,65,18,86,74,415",13283.0,Millenials
Brazil,2012,female,35-54 years,877.0,26979566,3.25,"24,65,18,86,74,415",13283.0,Generation X
Brazil,2012,female,55-74 years,418.0,13532752,3.09,"24,65,18,86,74,415",13283.0,Boomers
Brazil,2012,female,25-34 years,455.0,17398447,2.62,"24,65,18,86,74,415",13283.0,Millenials
Brazil,2012,female,75+ years,80.0,3285641,2.43,"24,65,18,86,74,415",13283.0,Silent
Brazil,2012,female,15-24 years,383.0,17145894,2.23,"24,65,18,86,74,415",13283.0,Millenials
Brazil,2012,male,5-14 years,79.0,16810876,0.47,"24,65,18,86,74,415",13283.0,Generation Z
Brazil,2012,female,5-14 years,41.0,16175024,0.25,"24,65,18,86,74,415",13283.0,Generation Z
Brazil,2013,male,75+ years,370.0,2240434,16.51,"24,72,80,69,19,902",13191.0,Silent
Brazil,2013,male,55-74 years,1474.0,12036068,12.25,"24,72,80,69,19,902",13191.0,Boomers
Brazil,2013,male,35-54 years,3053.0,25965164,11.76,"24,72,80,69,19,902",13191.0,Generation X
Brazil,2013,male,25-34 years,2004.0,17534209,11.43,"24,72,80,69,19,902",13191.0,Millenials
Brazil,2013,male,15-24 years,1317.0,17627508,7.47,"24,72,80,69,19,902",13191.0,Millenials
Brazil,2013,female,35-54 years,897.0,27475364,3.26,"24,72,80,69,19,902",13191.0,Generation X
Brazil,2013,female,55-74 years,433.0,14022927,3.09,"24,72,80,69,19,902",13191.0,Boomers
Brazil,2013,female,75+ years,88.0,3462431,2.54,"24,72,80,69,19,902",13191.0,Silent
Brazil,2013,female,25-34 years,393.0,17492228,2.25,"24,72,80,69,19,902",13191.0,Millenials
Brazil,2013,female,15-24 years,362.0,17123318,2.11,"24,72,80,69,19,902",13191.0,Millenials
Brazil,2013,male,5-14 years,72.0,16555477,0.43,"24,72,80,69,19,902",13191.0,Generation Z
Brazil,2013,female,5-14 years,50.0,15923724,0.31,"24,72,80,69,19,902",13191.0,Generation Z
Brazil,2014,male,75+ years,390.0,2349303,16.6,"24,55,99,36,25,159",12975.0,Silent
Brazil,2014,male,55-74 years,1534.0,12492114,12.28,"24,55,99,36,25,159",12975.0,Boomers
Brazil,2014,male,35-54 years,3050.0,26475231,11.52,"24,55,99,36,25,159",12975.0,Generation X
Brazil,2014,male,25-34 years,1982.0,17601477,11.26,"24,55,99,36,25,159",12975.0,Millenials
Brazil,2014,male,15-24 years,1358.0,17606681,7.71,"24,55,99,36,25,159",12975.0,Millenials
Brazil,2014,female,35-54 years,871.0,27971096,3.11,"24,55,99,36,25,159",12975.0,Generation X
Brazil,2014,female,55-74 years,389.0,14550395,2.67,"24,55,99,36,25,159",12975.0,Boomers
Brazil,2014,female,25-34 years,457.0,17539955,2.61,"24,55,99,36,25,159",12975.0,Millenials
Brazil,2014,female,75+ years,83.0,3634999,2.28,"24,55,99,36,25,159",12975.0,Silent
Brazil,2014,female,15-24 years,371.0,17094729,2.17,"24,55,99,36,25,159",12975.0,Millenials
Brazil,2014,male,5-14 years,84.0,16299015,0.52,"24,55,99,36,25,159",12975.0,Generation Z
Brazil,2014,female,5-14 years,62.0,15670559,0.4,"24,55,99,36,25,159",12975.0,Generation Z
Brazil,2015,male,75+ years,470.0,2448560,19.19,"18,02,21,43,73,741",9431.0,Silent
Brazil,2015,male,55-74 years,1693.0,12987357,13.04,"18,02,21,43,73,741",9431.0,Boomers
Brazil,2015,male,35-54 years,3238.0,26989063,12.0,"18,02,21,43,73,741",9431.0,Generation X
Brazil,2015,male,25-34 years,1897.0,17625976,10.76,"18,02,21,43,73,741",9431.0,Millenials
Brazil,2015,male,15-24 years,1389.0,17569045,7.91,"18,02,21,43,73,741",9431.0,Millenials
Brazil,2015,female,35-54 years,910.0,28461855,3.2,"18,02,21,43,73,741",9431.0,Generation X
Brazil,2015,female,55-74 years,479.0,15122216,3.17,"18,02,21,43,73,741",9431.0,Boomers
Brazil,2015,female,25-34 years,466.0,17546090,2.66,"18,02,21,43,73,741",9431.0,Millenials
Brazil,2015,female,75+ years,89.0,3802086,2.34,"18,02,21,43,73,741",9431.0,Silent
Brazil,2015,female,15-24 years,397.0,17047218,2.33,"18,02,21,43,73,741",9431.0,Millenials
Brazil,2015,male,5-14 years,79.0,16057040,0.49,"18,02,21,43,73,741",9431.0,Generation Z
Brazil,2015,female,5-14 years,56.0,15430579,0.36,"18,02,21,43,73,741",9431.0,Generation Z
Chile,1985,male,75+ years,34.0,87600,38.81,"17,70,28,85,394",1658.0,G.I. Generation
Chile,1985,male,55-74 years,100.0,538000,18.59,"17,70,28,85,394",1658.0,G.I. Generation
Chile,1985,male,35-54 years,174.0,1201800,14.48,"17,70,28,85,394",1658.0,Silent
Chile,1985,male,25-34 years,122.0,962600,12.67,"17,70,28,85,394",1658.0,Boomers
Chile,1985,male,15-24 years,133.0,1239900,10.73,"17,70,28,85,394",1658.0,Generation X
Chile,1985,female,55-74 years,21.0,633700,3.31,"17,70,28,85,394",1658.0,G.I. Generation
Chile,1985,female,35-54 years,40.0,1252200,3.19,"17,70,28,85,394",1658.0,Silent
Chile,1985,female,15-24 years,27.0,1216200,2.22,"17,70,28,85,394",1658.0,Generation X
Chile,1985,female,75+ years,3.0,141200,2.12,"17,70,28,85,394",1658.0,G.I. Generation
Chile,1985,female,25-34 years,19.0,957500,1.98,"17,70,28,85,394",1658.0,Boomers
Chile,1985,male,5-14 years,9.0,1240900,0.73,"17,70,28,85,394",1658.0,Generation X
Chile,1985,female,5-14 years,1.0,1203800,0.08,"17,70,28,85,394",1658.0,Generation X
Chile,1986,male,75+ years,21.0,91400,22.98,"18,89,10,48,819",1728.0,G.I. Generation
Chile,1986,male,55-74 years,116.0,550000,21.09,"18,89,10,48,819",1728.0,G.I. Generation
Chile,1986,male,35-54 years,156.0,1237100,12.61,"18,89,10,48,819",1728.0,Silent
Chile,1986,male,25-34 years,124.0,1024700,12.1,"18,89,10,48,819",1728.0,Boomers
Chile,1986,male,15-24 years,108.0,1261700,8.56,"18,89,10,48,819",1728.0,Generation X
Chile,1986,female,15-24 years,37.0,1234200,3.0,"18,89,10,48,819",1728.0,Generation X
Chile,1986,female,35-54 years,37.0,1305400,2.83,"18,89,10,48,819",1728.0,Silent
Chile,1986,female,25-34 years,26.0,1018700,2.55,"18,89,10,48,819",1728.0,Boomers
Chile,1986,female,55-74 years,15.0,657700,2.28,"18,89,10,48,819",1728.0,G.I. Generation
Chile,1986,female,75+ years,3.0,147500,2.03,"18,89,10,48,819",1728.0,G.I. Generation
Chile,1986,male,5-14 years,7.0,1224000,0.57,"18,89,10,48,819",1728.0,Generation X
Chile,1986,female,5-14 years,4.0,1179300,0.34,"18,89,10,48,819",1728.0,Generation X
Chile,1987,male,55-74 years,120.0,563900,21.28,"22,25,54,07,685",1985.0,G.I. Generation
Chile,1987,male,75+ years,19.0,93700,20.28,"22,25,54,07,685",1985.0,G.I. Generation
Chile,1987,male,25-34 years,147.0,1050700,13.99,"22,25,54,07,685",1985.0,Boomers
Chile,1987,male,35-54 years,160.0,1268600,12.61,"22,25,54,07,685",1985.0,Silent
Chile,1987,male,15-24 years,116.0,1293700,8.97,"22,25,54,07,685",1985.0,Generation X
Chile,1987,female,55-74 years,23.0,674400,3.41,"22,25,54,07,685",1985.0,G.I. Generation
Chile,1987,female,15-24 years,38.0,1265500,3.0,"22,25,54,07,685",1985.0,Generation X
Chile,1987,female,25-34 years,29.0,1044400,2.78,"22,25,54,07,685",1985.0,Boomers
Chile,1987,female,35-54 years,34.0,1338500,2.54,"22,25,54,07,685",1985.0,Silent
Chile,1987,male,5-14 years,6.0,1255100,0.48,"22,25,54,07,685",1985.0,Generation X
Chile,1987,female,5-14 years,1.0,1209200,0.08,"22,25,54,07,685",1985.0,Generation X
Chile,1987,female,75+ years,0.0,151300,0.0,"22,25,54,07,685",1985.0,G.I. Generation
Chile,1988,male,75+ years,29.0,106000,27.36,"26,04,02,29,793",2303.0,G.I. Generation
Chile,1988,male,55-74 years,101.0,566000,17.84,"26,04,02,29,793",2303.0,G.I. Generation
Chile,1988,male,25-34 years,160.0,1095000,14.61,"26,04,02,29,793",2303.0,Boomers
Chile,1988,male,35-54 years,173.0,1272000,13.6,"26,04,02,29,793",2303.0,Silent
Chile,1988,male,15-24 years,112.0,1259000,8.9,"26,04,02,29,793",2303.0,Generation X
Chile,1988,female,15-24 years,38.0,1233000,3.08,"26,04,02,29,793",2303.0,Generation X
Chile,1988,female,55-74 years,19.0,697000,2.73,"26,04,02,29,793",2303.0,G.I. Generation
Chile,1988,female,35-54 years,32.0,1329000,2.41,"26,04,02,29,793",2303.0,Silent
Chile,1988,female,75+ years,3.0,172000,1.74,"26,04,02,29,793",2303.0,G.I. Generation
Chile,1988,female,25-34 years,19.0,1090000,1.74,"26,04,02,29,793",2303.0,Boomers
Chile,1988,female,5-14 years,6.0,1224000,0.49,"26,04,02,29,793",2303.0,Generation X
Chile,1988,male,5-14 years,5.0,1263000,0.4,"26,04,02,29,793",2303.0,Generation X
Chile,1989,male,75+ years,34.0,106000,32.08,"29,88,56,85,143",2599.0,G.I. Generation
Chile,1989,male,55-74 years,109.0,579000,18.83,"29,88,56,85,143",2599.0,G.I. Generation
Chile,1989,male,25-34 years,162.0,1123000,14.43,"29,88,56,85,143",2599.0,Boomers
Chile,1989,male,35-54 years,170.0,1314000,12.94,"29,88,56,85,143",2599.0,Silent
Chile,1989,male,15-24 years,140.0,1255000,11.16,"29,88,56,85,143",2599.0,Generation X
Chile,1989,female,35-54 years,33.0,1370000,2.41,"29,88,56,85,143",2599.0,Silent
Chile,1989,female,15-24 years,26.0,1228000,2.12,"29,88,56,85,143",2599.0,Generation X
Chile,1989,female,25-34 years,23.0,1117000,2.06,"29,88,56,85,143",2599.0,Boomers
Chile,1989,female,75+ years,3.0,175000,1.71,"29,88,56,85,143",2599.0,G.I. Generation
Chile,1989,female,55-74 years,12.0,715000,1.68,"29,88,56,85,143",2599.0,G.I. Generation
Chile,1989,male,5-14 years,11.0,1280000,0.86,"29,88,56,85,143",2599.0,Generation X
Chile,1989,female,5-14 years,2.0,1239000,0.16,"29,88,56,85,143",2599.0,Generation X
Chile,1990,male,55-74 years,145.0,608000,23.85,"33,11,38,87,818",2828.0,G.I. Generation
Chile,1990,male,75+ years,22.0,112000,19.64,"33,11,38,87,818",2828.0,G.I. Generation
Chile,1990,male,35-54 years,176.0,1340000,13.13,"33,11,38,87,818",2828.0,Silent
Chile,1990,male,25-34 years,148.0,1167000,12.68,"33,11,38,87,818",2828.0,Boomers
Chile,1990,male,15-24 years,134.0,1256000,10.67,"33,11,38,87,818",2828.0,Generation X
Chile,1990,female,55-74 years,19.0,732000,2.6,"33,11,38,87,818",2828.0,G.I. Generation
Chile,1990,female,35-54 years,34.0,1419000,2.4,"33,11,38,87,818",2828.0,Silent
Chile,1990,female,25-34 years,27.0,1162000,2.32,"33,11,38,87,818",2828.0,Boomers
Chile,1990,female,15-24 years,23.0,1230000,1.87,"33,11,38,87,818",2828.0,Generation X
Chile,1990,female,75+ years,3.0,171000,1.75,"33,11,38,87,818",2828.0,G.I. Generation
Chile,1990,male,5-14 years,9.0,1276000,0.71,"33,11,38,87,818",2828.0,Generation X
Chile,1990,female,5-14 years,3.0,1236000,0.24,"33,11,38,87,818",2828.0,Generation X
Chile,1991,male,75+ years,31.0,112500,27.56,"37,83,47,93,730",3187.0,G.I. Generation
Chile,1991,male,55-74 years,111.0,617200,17.98,"37,83,47,93,730",3187.0,Silent
